scenario,method,E,n,active_m,TP_m,FP_m,precision_m,recall_m,F1_m,jaccard_m,coef_err_m,test_mse_m,rounds_m,local_epochs_m,vector_kib_m,scalar_kib_m,upload_kib_m,selected_rounds_m,selected_local_epochs_m,selected_vector_kib_m,tuning_rounds_m,total_rounds_m,F1_se,jaccard_se,coef_err_se,test_mse_se,recall_se,precision_se,active_se
Heterogeneous,FedAvg-1SE,8.0,200,55.21,21.615,33.595,0.4569856993980791,0.7204999999999999,0.5224857814692117,0.3601026304040058,3.742567286767225,44.7423178220909,3.24,25.92,45.5625,0.0,45.5625,3.24,25.92,45.5625,0.0,3.24,0.0073756134477440645,0.0065629311859816035,0.023549967693292262,0.3825993383466792,0.011044495307855789,0.011516230770568833,1.8283994978171725
Heterogeneous,FedAvg-1SE,10.0,200,55.14,21.62,33.52,0.4574928981485242,0.7206666666666667,0.5229563281392695,0.36053058702225316,3.7426856871641463,44.742795206786326,2.915,29.15,40.9921875,0.0,40.9921875,2.915,29.15,40.9921875,0.0,2.915,0.007373007336458245,0.00656004435691048,0.023550789225653932,0.38260538961053864,0.01104925271151721,0.01150500425613459,1.8232865571123853
Heterogeneous,FedAvg-1SE,15.0,200,55.09,21.615,33.475,0.4575530492597123,0.7204999999999999,0.5230105508371384,0.3605664072856223,3.742789570740634,44.743239669872246,2.645,39.675,37.1953125,0.0,37.1953125,2.645,39.675,37.1953125,0.0,2.645,0.007364009337829724,0.006553783453815008,0.023550645224955938,0.38260032472079164,0.011041967300986132,0.01149792671552646,1.8165375148104068
Heterogeneous,FedAvg-1SE,20.0,200,55.085,21.62,33.465,0.45762428474284506,0.7206666666666667,0.5231017836691061,0.36063644821422863,3.7428228786042603,44.743400755387455,2.385,47.7,33.5390625,0.0,33.5390625,2.385,47.7,33.5390625,0.0,2.385,0.007354844249697492,0.00654768480108645,0.023550196111987668,0.3825960886277185,0.011049252711517209,0.011492528496094976,1.8164488174822495
Heterogeneous,FedAvg-P,1.0,200,30.215,16.86,13.355,0.6164852095170137,0.5619999999999999,0.5417067890292817,0.3937813855552948,3.758455915289229,45.03758040856306,50.84,50.84,714.9375,0.3515625,715.2890625,10.925,10.925,153.6328125,39.915,51.84,0.014335172402679694,0.011539614253841082,0.033541511330265235,0.4361331367673202,0.01716351550984286,0.019536331477037892,1.63327333411147
Heterogeneous,FedAvg-P,2.0,200,26.62,17.22,9.4,0.6906154880175839,0.574,0.5850751181366539,0.43955900177776924,3.754557262145281,44.993120593648676,34.31,68.62,482.484375,0.3515625,482.8359375,7.155,14.31,100.6171875,27.155,35.31,0.014994052569855386,0.012518930368588827,0.032864930494444174,0.4265936152894534,0.016982205683678052,0.02024414106177119,1.2595277092034363
Heterogeneous,FedAvg-P,3.0,200,25.985,17.19,8.795,0.7022230938070989,0.573,0.5906120093036512,0.44587943781838696,3.760634577325052,45.036284089413165,28.67,86.01,403.171875,0.3515625,403.5234375,5.93,17.79,83.390625,22.74,29.67,0.015180345813082525,0.012682659454419393,0.03242321358180224,0.42401342945848053,0.016934844100954048,0.020227085665673425,1.2414021392589847
Heterogeneous,FedAvg-P,5.0,200,26.055,17.14,8.915,0.7077342337084255,0.5713333333333334,0.589648742299897,0.44355504950552815,3.7685282424062057,45.09274603621357,23.735,118.675,333.7734375,0.3515625,334.125,4.87,24.35,68.484375,18.865,24.735,0.014792946727218561,0.012370621697506919,0.03201668215196804,0.42523579926873023,0.016773593348947208,0.02015214458619595,1.2657688290692006
Heterogeneous,FedAvg-P,8.0,200,26.215,17.19,9.025,0.7071231710492271,0.573,0.5905339550079904,0.4445454163416933,3.7687952043886863,45.08937551655049,20.475,163.8,287.9296875,0.3515625,288.28125,4.185,33.48,58.8515625,16.29,21.475,0.014804009389041898,0.012401241402591481,0.03181535666383801,0.42538885997300296,0.01671916355346208,0.020228958187940557,1.2758459111290532
Heterogeneous,FedAvg-P,10.0,200,26.02,17.11,8.91,0.7087359958073436,0.5703333333333334,0.5891808348017598,0.44316084012733425,3.772435803090689,45.1170470343501,19.095,190.95,268.5234375,0.3515625,268.875,3.895,38.95,54.7734375,15.2,20.095,0.014802856893628227,0.012401675379655872,0.031929704922751406,0.425785751763287,0.016816396109535066,0.020186190926670875,1.2785230172068232
Heterogeneous,FedAvg-P,15.0,200,26.09,17.115,8.975,0.708199739624135,0.5705,0.5888994956812044,0.44274241434189365,3.775127163282511,45.13528353333093,16.985,254.775,238.8515625,0.3515625,239.203125,3.5,52.5,49.21875,13.485,17.985,0.014772510855358103,0.012362234570967025,0.0318060902957855,0.4260146189767991,0.016800430553361903,0.020218153627379592,1.287360081678587
Heterogeneous,FedAvg-P,20.0,200,26.11,17.105,9.005,0.7074851474565291,0.5701666666666667,0.5882676240932737,0.44203325199824384,3.775129147449233,45.13478986827295,15.62,312.4,219.65625,0.3515625,220.0078125,3.205,64.1,45.0703125,12.415,16.62,0.014759022721038843,0.012341787342636325,0.03178560982958343,0.42590351438922636,0.0168273618278679,0.02019049608986018,1.292183497400727
Heterogeneous,FedAvg-ST,1.0,200,23.2,17.375,5.825,0.7865877187645822,0.5791666666666666,0.6359998911205169,0.48648009018831273,3.756292394657218,44.992484215164474,14.055,14.055,197.6484375,2.8125,200.4609375,14.055,14.055,197.6484375,0.0,15.055,0.012677391308257745,0.01108774119936014,0.029442951429626354,0.4112047683806224,0.014089602194724426,0.016747935387033612,0.8995252796020888
Heterogeneous,FedAvg-ST,2.0,200,23.83,17.55,6.28,0.7784848825595431,0.585,0.6376329053418014,0.48746566997617163,3.756428402866369,44.97526557113738,9.125,18.25,128.3203125,2.8125,131.1328125,9.125,18.25,128.3203125,0.0,10.125,0.012390685386931942,0.010909346586520161,0.028851317104507286,0.4101097142730241,0.013918784129625852,0.016735158758604464,0.9607396124939761
Heterogeneous,FedAvg-ST,3.0,200,23.805,17.625,6.18,0.7930697423179227,0.5875,0.6414973419866231,0.49050004714511153,3.7640736704122446,45.0187256853171,7.525,22.575,105.8203125,2.8125,108.6328125,7.525,22.575,105.8203125,0.0,8.525,0.011888213308252914,0.010666363306434012,0.028260076723364478,0.4072642675836087,0.013681463371206539,0.01520748276842245,0.9353659295219985
Heterogeneous,FedAvg-ST,5.0,200,23.94,17.6,6.34,0.786195741002469,0.5866666666666667,0.6380847660215646,0.4869564367718728,3.7733312133286394,45.07924133248645,6.255,31.275,87.9609375,2.8125,90.7734375,6.255,31.275,87.9609375,0.0,7.255,0.01195965956020369,0.01071839190425503,0.027972402831094197,0.4067290054109763,0.013963340372985945,0.015852224867468297,0.9517410652464159
Heterogeneous,FedAvg-ST,8.0,200,23.985,17.605,6.38,0.7898001482737907,0.5868333333333333,0.638286777944029,0.4874366584221759,3.7782109822081513,45.10948298042801,5.295,42.36,74.4609375,2.8125,77.2734375,5.295,42.36,74.4609375,0.0,6.295,0.011990939619558792,0.01084300820120196,0.027716386675466484,0.4056535638386328,0.013894990842719654,0.015401196552472136,0.9515255537277939
Heterogeneous,FedAvg-ST,10.0,200,23.995,17.525,6.47,0.790066657083531,0.5841666666666666,0.6362579834543007,0.48520029923655367,3.7814348836536147,45.13313018520352,4.905,49.05,68.9765625,2.8125,71.7890625,4.905,49.05,68.9765625,0.0,5.905,0.011990189569958344,0.010828828592330988,0.02761593182811513,0.40497665276788286,0.013870940384776093,0.015466476332820974,0.9947474490729725
Heterogeneous,FedAvg-ST,15.0,200,24.185,17.54,6.645,0.7869184758121628,0.5846666666666667,0.634447416672674,0.48334979681296125,3.781887344116977,45.13827761667348,4.275,64.125,60.1171875,2.8125,62.9296875,4.275,64.125,60.1171875,0.0,5.275,0.0120239857517086,0.010867946929534812,0.027753587168198146,0.4073012430917171,0.013982999968075616,0.015553317336411344,1.0089568098888602
Heterogeneous,FedAvg-ST,20.0,200,24.175,17.54,6.635,0.7869405005902831,0.5846666666666667,0.6346905557743385,0.4836591099641601,3.7824847333456297,45.140687248423234,3.86,77.2,54.28125,2.8125,57.09375,3.86,77.2,54.28125,0.0,4.86,0.012038425844597434,0.010879742139461506,0.02765501992589845,0.40633785637086,0.013955020669937425,0.015527670594767683,1.0102847377132256
Heterogeneous,FedAvg-ST-min,1.0,200,233.075,28.055,205.02,0.13440034428351066,0.9351666666666667,0.23179256871583373,0.1326574886043373,3.064961330113184,39.90973912700273,14.055,14.055,197.6484375,2.8125,200.4609375,14.055,14.055,197.6484375,0.0,15.055,0.004605195619560299,0.0030298176781246543,0.01951304680204377,0.3268788535979734,0.003393078480456851,0.0031672356612915576,5.813871548885017
Heterogeneous,FedAvg-ST-min,2.0,200,210.365,27.93,182.435,0.1477356314758778,0.931,0.25155134841464255,0.1456254665093297,3.0684053894328263,39.903355120166914,9.125,18.25,128.3203125,2.8125,131.1328125,9.125,18.25,128.3203125,0.0,10.125,0.004794349992218251,0.003219486330814799,0.01856751996967038,0.3269535082747738,0.003484912043170108,0.00335788790940152,5.324057363425494
Heterogeneous,FedAvg-ST-min,3.0,200,197.98,27.82,170.16,0.15433489885703833,0.9273333333333333,0.26143694459355954,0.15202914828213665,3.0771391562570134,39.931934833436415,7.525,22.575,105.8203125,2.8125,108.6328125,7.525,22.575,105.8203125,0.0,8.525,0.004626139340812419,0.003127573188582608,0.018242995759188037,0.32644328464192773,0.003597256849288682,0.003261467684537492,4.7587631939064154
Heterogeneous,FedAvg-ST-min,5.0,200,187.335,27.715,159.62,0.16131655797333047,0.9238333333333334,0.27152130895609633,0.15873060188597982,3.0889147424864807,39.98364725546318,6.255,31.275,87.9609375,2.8125,90.7734375,6.255,31.275,87.9609375,0.0,7.255,0.004574854975684947,0.0031251760592400017,0.018020098277387462,0.3258586624186582,0.0037239885139808515,0.0032642929615097184,4.3655819087505465
Heterogeneous,FedAvg-ST-min,8.0,200,183.925,27.685,156.24,0.16320566328411057,0.9228333333333333,0.2743511639093803,0.16055140403056473,3.094943799364296,40.00514425741253,5.295,42.36,74.4609375,2.8125,77.2734375,5.295,42.36,74.4609375,0.0,6.295,0.0044609307300170304,0.003050156624308726,0.017968650162302535,0.3257546305919229,0.0037627690660083594,0.0031875600133121104,4.129596190730089
Heterogeneous,FedAvg-ST-min,10.0,200,182.95,27.675,155.275,0.1639494362126787,0.9225,0.27540822443222335,0.1612728322313806,3.0966343225304103,40.01108829256605,4.905,49.05,68.9765625,2.8125,71.7890625,4.905,49.05,68.9765625,0.0,5.905,0.004470676948124823,0.0030632022288724936,0.01795491151969517,0.32560579490554453,0.0037802382206714343,0.0032002056145331724,4.109333352627296
Heterogeneous,FedAvg-ST-min,15.0,200,181.12,27.665,153.455,0.1646515640516202,0.9221666666666667,0.27653520702020257,0.16195763251327558,3.0983522487653756,40.0168674526206,4.275,64.125,60.1171875,2.8125,62.9296875,4.275,64.125,60.1171875,0.0,5.275,0.004361372978587884,0.0029914538122935586,0.017947035284324894,0.32560318052386167,0.003730729380234206,0.003128547860680389,3.8588380577291517
Heterogeneous,FedAvg-ST-min,20.0,200,179.835,27.64,152.195,0.16515277447561683,0.9213333333333334,0.27728164504380964,0.16242714380152407,3.099115819196449,40.01982754283842,3.86,77.2,54.28125,2.8125,57.09375,3.86,77.2,54.28125,0.0,4.86,0.004308039517260842,0.0029600370198257435,0.017930997126171695,0.32550710274641076,0.003728951724058297,0.0030970982591012382,3.6942286749080067
Heterogeneous,Local-only,,200,107.34,25.87,81.47,0.2636215032176402,0.8623333333333334,0.3953580529381916,0.24950483612117977,2.8492387135711614,38.91910047035926,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.005630293626807013,0.004480961629529596,0.020537930024947318,0.32445454041451927,0.004803858025202051,0.005557334075882839,2.4608843448634414
Heterogeneous,Local-only-1SE,,200,39.04,19.925,19.115,0.5786651742420041,0.6641666666666667,0.5820967980784582,0.4182770185789652,3.3128564635226905,41.93947212229542,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.00794148731675939,0.007043823045173481,0.03157319771036098,0.39198635774955964,0.011929762573673043,0.013323139893598585,1.40062512963635
Heterogeneous,One-shot,,200,181.705,27.67,154.035,0.16202494279518453,0.9223333333333333,0.27311930369838033,0.15946193411288617,3.0984733274295535,39.99839718363839,1.0,,14.0625,0.0,14.0625,1.0,,14.0625,0.0,1.0,0.004061758894072732,0.0027897631386815673,0.017986932370728945,0.32617891853975395,0.0037518653465984314,0.0029196269359933404,3.2729575510008178
Heterogeneous,One-shot-1SE,,200,55.07,21.62,33.45,0.4576592899667728,0.7206666666666667,0.5231422384327473,0.36066605199638596,3.7428517953097726,44.74355068985285,1.0,,14.0625,0.0,14.0625,1.0,,14.0625,0.0,1.0,0.007349948882315011,0.006544267943658567,0.023549754640181032,0.3825934179912259,0.011049252711517209,0.011489027716822076,1.8146183341111877
Heterogeneous,Pooled,,200,117.465,26.735,90.73,0.25320223308004625,0.8911666666666668,0.38553969521664105,0.24260478425638893,2.7309415875464564,38.10167333477412,,,,0.0,,,,,,,0.006249800813006444,0.0049466092131959585,0.019728640653448343,0.32410454756684315,0.004572619577941997,0.0057679718677261,2.922215012262008
Heterogeneous,Pooled-1SE,,200,32.305,18.66,13.645,0.6572435729528863,0.622,0.595526425244521,0.43438206622957687,3.40617537660335,42.43594097189864,,,,0.0,,,,,,,0.009173535314668364,0.008084985962378182,0.0343211256060639,0.4250775406750712,0.013417739534910081,0.014729137060689049,1.321549218411262
Independent,ADMM,,200,41.65,25.67,15.98,0.7086140802661154,0.8556666666666666,0.7428674096747947,0.6029313302221091,2.589294995234575,27.628616502624727,58.185,,818.2265625,0.0,818.2265625,58.185,,818.2265625,0.0,58.185,0.008034713413573112,0.009509666410351858,0.0385427664463836,0.30719391395465784,0.008640438343203568,0.014245800418590752,1.4956175511461762
Independent,ADMM-CV,,200,119.865,29.35,90.515,0.2602699341510404,0.9783333333333334,0.4066795446040174,0.25839779083062075,1.9281197575448263,24.352619128282754,,,,0.0,,,,,,,0.005572842613089894,0.004548995193758918,0.012685708862435304,0.1966219828987747,0.001826506246853103,0.00467771545199901,2.098883138036913
Independent,ADMM-CV-1SE,,200,48.675,27.55,21.125,0.6017562071064557,0.9183333333333333,0.7152342053000901,0.5644708884222905,2.296019628100622,25.978742394032068,,,,0.0,,,,,,,0.006485117195377055,0.0077614104750718445,0.019376518267425823,0.22253065742431988,0.003966287300806699,0.009466690441332148,0.9739041644884984
Independent,FedAvg,1.0,200,247.165,28.71,218.455,0.12944811478275958,0.9570000000000001,0.22521704312332844,0.1282732098005911,2.8514858283007603,28.846705648893145,14.39,14.39,202.359375,0.0,202.359375,14.39,14.39,202.359375,0.0,14.39,0.004352746394302403,0.0028200989747342777,0.020413742951101464,0.24091798957871888,0.003022251371094693,0.0029231579283049798,6.228528051106225
Independent,FedAvg,2.0,200,223.825,28.525,195.3,0.14255040694734042,0.9508333333333333,0.2445618568000889,0.14098522040975545,2.8745393464214892,28.96572066824504,9.09,18.18,127.828125,0.0,127.828125,9.09,18.18,127.828125,0.0,9.09,0.004710649186227363,0.0031287077677240463,0.019390889249066155,0.23922859258449147,0.0032046997523188614,0.0032524410732960364,5.892412451406253
Independent,FedAvg,3.0,200,213.295,28.43,184.865,0.14767974128871186,0.9476666666666667,0.2522908829685452,0.1459494602619909,2.886665421164696,29.03345342032753,7.365,22.095,103.5703125,0.0,103.5703125,7.365,22.095,103.5703125,0.0,7.365,0.004580383379416359,0.0030610521919734886,0.019089569041839647,0.23917531400717085,0.00330397456197799,0.0031892591111769377,5.463942092569684
Independent,FedAvg,5.0,200,205.2,28.315,176.885,0.1513068952754958,0.9438333333333334,0.25771399807632034,0.14941645342344442,2.8967391105695874,29.09165569586418,5.875,29.375,82.6171875,0.0,82.6171875,5.875,29.375,82.6171875,0.0,5.875,0.004420591910476922,0.0029736372256241243,0.018897587585835027,0.23953425661703046,0.003428926608786227,0.003106439580402867,4.9814227751036775
Independent,FedAvg,8.0,200,201.515,28.28,173.235,0.15277139946858528,0.9426666666666667,0.2599834903746527,0.1508397399149877,2.901281483537438,29.119140594951965,4.865,38.92,68.4140625,0.0,68.4140625,4.865,38.92,68.4140625,0.0,4.865,0.004299655266120888,0.0029025924482511604,0.018821982192286233,0.23969139283866517,0.0034336658862216237,0.0030344175600963237,4.647693422088922
Independent,FedAvg,10.0,200,200.23,28.255,171.975,0.15318441973043312,0.9418333333333334,0.26061172371175284,0.15123235809726315,2.9025704262212964,29.127205874615385,4.5,45.0,63.28125,0.0,63.28125,4.5,45.0,63.28125,0.0,4.5,0.004261277087713142,0.002881302850918036,0.018801182219497985,0.23971683573597888,0.0034404684279772764,0.003012925667230432,4.497608018652497
Independent,FedAvg,15.0,200,198.36,28.23,170.13,0.15384754332584272,0.941,0.2616423827274233,0.15187681010389434,2.904213388463999,29.136208073857137,3.87,58.05,54.421875,0.0,54.421875,3.87,58.05,54.421875,0.0,3.87,0.0041986908600832405,0.002844757355502041,0.01877328413551651,0.23968098858078668,0.0034218563764219926,0.002975821493564215,4.269007392896271
Independent,FedAvg,20.0,200,197.695,28.225,169.47,0.15404471529693015,0.9408333333333333,0.26196126757503513,0.15207267153475545,2.9049863051315965,29.139801181631334,3.49,69.8,49.078125,0.0,49.078125,3.49,69.8,49.078125,0.0,3.49,0.004172900144479953,0.002829841682553228,0.018764479561675693,0.23966871945857318,0.0034277865782971354,0.0029608818868811647,4.152411647156046
Independent,FedAvg-1SE,1.0,200,61.025,22.46,38.565,0.42641206878382376,0.7486666666666666,0.5155258072034276,0.35459500265332194,3.664485458063424,34.189152418504854,7.51,7.51,105.609375,0.0,105.609375,7.51,7.51,105.609375,0.0,7.51,0.007904919237184019,0.006975285717967446,0.02483674116514955,0.3032451118362961,0.010168430799519807,0.011188111481786268,2.1093288544180115
Independent,FedAvg-1SE,2.0,200,54.905,22.23,32.675,0.46421218026518074,0.741,0.5426503542132572,0.37982273131236943,3.6708677150550324,34.229193507680286,4.975,9.95,69.9609375,0.0,69.9609375,4.975,9.95,69.9609375,0.0,4.975,0.00784773913515692,0.007043488608791699,0.024695568050550024,0.30409735162132273,0.010320681723854995,0.011497846394345736,1.8895852819305197
Independent,FedAvg-1SE,3.0,200,53.96,22.195,31.765,0.4689587361225366,0.7398333333333333,0.5464266396,0.38314852305893693,3.6704865519663654,34.22647042075696,4.06,12.18,57.09375,0.0,57.09375,4.06,12.18,57.09375,0.0,4.06,0.007714472209408071,0.006917745418952446,0.024662818013125375,0.3040278576560178,0.010307114031822467,0.011380836082912758,1.8323837345801144
Independent,FedAvg-1SE,5.0,200,53.64,22.16,31.48,0.47004126657961737,0.7386666666666666,0.5471025217085925,0.383719364588965,3.6704107539821944,34.225497212354774,3.175,15.875,44.6484375,0.0,44.6484375,3.175,15.875,44.6484375,0.0,3.175,0.007674064494484518,0.00688503851151622,0.02464890830408194,0.30404092979029956,0.010282009028366401,0.011354362709036803,1.8053109811590546
Independent,FedAvg-1SE,8.0,200,53.565,22.16,31.405,0.47029179430841117,0.7386666666666666,0.5473789909155906,0.3839507578400342,3.670470532477117,34.2258221042498,2.58,20.64,36.28125,0.0,36.28125,2.58,20.64,36.28125,0.0,2.58,0.007656689094252064,0.006870207494649068,0.02464276076164353,0.30403987099970087,0.010279293503456676,0.011337340885180656,1.79654298822564
Independent,FedAvg-1SE,10.0,200,53.555,22.16,31.395,0.47030095622906937,0.7386666666666666,0.5473942929231651,0.38396096565242743,3.670481884114717,34.22585411048495,2.28,22.8,32.0625,0.0,32.0625,2.28,22.8,32.0625,0.0,2.28,0.007653985134186539,0.006868437693670333,0.024641345447233978,0.3040388517250284,0.010279293503456676,0.011335846461375596,1.7937733942585243
Independent,FedAvg-1SE,15.0,200,53.535,22.16,31.375,0.4703105531450549,0.7386666666666666,0.5474167829551486,0.38397451619085865,3.6704884781449856,34.225854348640944,2.045,30.675,28.7578125,0.0,28.7578125,2.045,30.675,28.7578125,0.0,2.045,0.007648926040846789,0.006865379391849535,0.02464036439995103,0.30403847792198757,0.010279293503456676,0.011333411972036972,1.7872929124163917
Independent,FedAvg-1SE,20.0,200,53.54,22.16,31.38,0.47028680823325025,0.7386666666666666,0.5473942314087569,0.38395609513822704,3.6704902999296354,34.225855713195834,2.01,40.2,28.265625,0.0,28.265625,2.01,40.2,28.265625,0.0,2.01,0.007650587601444295,0.006866805878776626,0.02464011564777871,0.3040383184457925,0.010279293503456676,0.011335038381252738,1.7874751289691881
Independent,FedAvg-P,1.0,200,62.1,24.22,37.88,0.45811733357337786,0.8073333333333333,0.556867571759463,0.39412564313557724,3.2086834934511845,31.055337509519312,60.725,60.725,853.9453125,0.3515625,854.296875,12.74,12.74,179.15625,47.985,61.725,0.007908289517413304,0.007596659797301108,0.025665964985024912,0.27991343600176377,0.0072798414521853365,0.011745229011020769,2.046666612105042
Independent,FedAvg-P,2.0,200,52.405,24.125,28.28,0.5329752796966709,0.8041666666666667,0.6129949724157562,0.45034702765638995,3.2235789831199253,31.149383504713395,38.75,77.5,544.921875,0.3515625,545.2734375,7.92,15.84,111.375,30.83,39.75,0.007564439979271444,0.007766812415326013,0.024475395660862913,0.27110138984111726,0.007460813316481227,0.012255233151206952,1.745390159547494
Independent,FedAvg-P,3.0,200,51.495,24.07,27.425,0.5407852797794509,0.8023333333333333,0.6183066060683313,0.45599411044357924,3.2326257349841803,31.201215787962113,31.3,93.9,440.15625,0.3515625,440.5078125,6.365,19.095,89.5078125,24.935,32.3,0.007589360661975118,0.00780512284065497,0.024161692577276076,0.2708578743019658,0.007410399079471336,0.012231133539617063,1.72207070486749
Independent,FedAvg-P,5.0,200,50.245,23.995,26.25,0.5531474355569698,0.7998333333333334,0.625755258405495,0.46431267317987657,3.2472324035457176,31.29526291916092,25.23,126.15,354.796875,0.3515625,355.1484375,5.115,25.575,71.9296875,20.115,26.23,0.007716519080634403,0.008061321588627574,0.024341258087205123,0.27631725778947036,0.00745542308211502,0.01256168444325093,1.6900907992021432
Independent,FedAvg-P,8.0,200,50.44,23.975,26.465,0.5522885913100583,0.7991666666666667,0.6243715354208014,0.46295830974624075,3.2507828860226056,31.31698845763052,21.14,169.12,297.28125,0.3515625,297.6328125,4.26,34.08,59.90625,16.88,22.14,0.007778224005165716,0.008102622352701089,0.024337480364950967,0.2771813957796987,0.007470162124504894,0.012664103930846809,1.7030070950613052
Independent,FedAvg-P,10.0,200,50.565,23.975,26.59,0.5508648433973845,0.7991666666666667,0.6233784146893228,0.4618869263111315,3.251272636017943,31.32036991545237,19.735,197.35,277.5234375,0.3515625,277.875,3.97,39.7,55.828125,15.765,20.735,0.007777239998709525,0.00808926922477615,0.024311776322464784,0.27712725681717354,0.007470162124504894,0.012653263614384083,1.6992693892630533
Independent,FedAvg-P,15.0,200,50.4,23.98,26.42,0.5507197794853138,0.7993333333333333,0.6237060670883191,0.46201468338399665,3.253304631614291,31.333351282991906,17.285,259.275,243.0703125,0.3515625,243.421875,3.45,51.75,48.515625,13.835,18.285,0.007669758367681452,0.008001517878513522,0.02420201083563559,0.27648625026693857,0.007505665085467734,0.012549319837786654,1.669080329321702
Independent,FedAvg-P,20.0,200,50.48,23.97,26.51,0.5500653176668151,0.799,0.6231509228603795,0.4615199875488811,3.25363023745133,31.33508044982557,15.83,316.6,222.609375,0.3515625,222.9609375,3.18,63.6,44.71875,12.65,16.83,0.007714144218438331,0.008041206308082987,0.024172495789400568,0.276407790080142,0.007483128240484719,0.012585894778522731,1.6796589747198043
Independent,FedAvg-ST,1.0,200,43.23,23.675,19.555,0.6118935987338765,0.7891666666666667,0.666913831373464,0.5081536114829469,3.2377136507725415,31.23370079185247,14.39,14.39,202.359375,2.8125,205.171875,14.39,14.39,202.359375,0.0,15.39,0.006954658282200982,0.007617282431191321,0.024357618305626706,0.2752569982219324,0.006827774836118304,0.011770954976725605,1.2971114022896222
Independent,FedAvg-ST,2.0,200,43.485,23.66,19.825,0.6075404426276104,0.7886666666666667,0.663523674526238,0.5043774335830795,3.2626115979288604,31.38575254626285,9.09,18.18,127.828125,2.8125,130.640625,9.09,18.18,127.828125,0.0,10.09,0.006957398873788423,0.0076598281846339995,0.023250496786614065,0.2717778434173676,0.00709054465906927,0.011715458016928562,1.2891112886686176
Independent,FedAvg-ST,3.0,200,44.195,23.665,20.53,0.5985919826849617,0.7888333333333334,0.6574874826734018,0.4973110045383164,3.2726982781238037,31.449444632721157,7.365,22.095,103.5703125,2.8125,106.3828125,7.365,22.095,103.5703125,0.0,8.365,0.006842866161747823,0.00749155042301998,0.022907883687322852,0.27207693388858983,0.007210938012769832,0.011634170756222044,1.3238382125718107
Independent,FedAvg-ST,5.0,200,44.575,23.63,20.945,0.5933491346211865,0.7876666666666666,0.6538648245201304,0.4936796552815633,3.2823430363260253,31.513576966679906,5.875,29.375,82.6171875,2.8125,85.4296875,5.875,29.375,82.6171875,0.0,6.875,0.007028412946490261,0.0076793675697901225,0.022899384239599807,0.27362526202279785,0.007211063836404999,0.011687338318195465,1.3377480045277925
Independent,FedAvg-ST,8.0,200,44.66,23.575,21.085,0.5917750342608535,0.7858333333333333,0.6517960368746151,0.4915344721160707,3.2898341388307957,31.56005064030571,4.865,38.92,68.4140625,2.8125,71.2265625,4.865,38.92,68.4140625,0.0,5.865,0.007083477033077996,0.007758276919856024,0.022792108437983315,0.2753849350933471,0.007129798823771141,0.01185618524164904,1.3276994877035395
Independent,FedAvg-ST,10.0,200,44.665,23.57,21.095,0.5908072492983435,0.7856666666666666,0.6512577742403883,0.4908560448127159,3.291422319343052,31.569927816126324,4.5,45.0,63.28125,2.8125,66.09375,4.5,45.0,63.28125,0.0,5.5,0.007043097486569369,0.0077215877921619274,0.022716876884098684,0.2751422456901646,0.007118326706306108,0.01182036834285546,1.3152999447744298
Independent,FedAvg-ST,15.0,200,44.785,23.56,21.225,0.5900980368943218,0.7853333333333333,0.650403439155018,0.4900336877489494,3.292172306925063,31.575657245394588,3.87,58.05,54.421875,2.8125,57.234375,3.87,58.05,54.421875,0.0,4.87,0.00710233984510658,0.00777276438931604,0.022709081785749673,0.2746114313324233,0.0071345057662961665,0.011873768263871858,1.3294098418614897
Independent,FedAvg-ST,20.0,200,44.93,23.565,21.365,0.5879549530402596,0.7855,0.6491542329776996,0.48855530385743245,3.2916705711084044,31.571469473760025,3.49,69.8,49.078125,2.8125,51.890625,3.49,69.8,49.078125,0.0,4.49,0.007063852344592445,0.007717981536425833,0.022711222710899016,0.2745518378207208,0.007157701532890815,0.011798193817630555,1.3296107791833685
Independent,FedAvg-ST-min,1.0,200,225.64,28.54,197.1,0.13891833557511324,0.9513333333333334,0.23964863347351847,0.13748018800342537,2.8523724528042376,28.85445133220835,14.39,14.39,202.359375,2.8125,205.171875,14.39,14.39,202.359375,0.0,15.39,0.004253285670783776,0.0027968824612875903,0.020446178943596693,0.2410689633998908,0.00326427629357969,0.002907252033599358,5.328076010141862
Independent,FedAvg-ST-min,2.0,200,211.305,28.435,182.87,0.14874002623232263,0.9478333333333333,0.25390042818466907,0.14702803993948452,2.8761888321585207,28.977615130435048,9.09,18.18,127.828125,2.8125,130.640625,9.09,18.18,127.828125,0.0,10.09,0.004606225710571045,0.0030858612483573517,0.019379441660927064,0.23914188827784746,0.0032705775993870727,0.0032082374393885664,5.269568448475247
Independent,FedAvg-ST-min,3.0,200,203.835,28.36,175.475,0.15213225355837875,0.9453333333333334,0.25908999654461745,0.15030195020445444,2.8876895364430033,29.041567919801142,7.365,22.095,103.5703125,2.8125,106.3828125,7.365,22.095,103.5703125,0.0,8.365,0.004386201622072329,0.0029506639818030925,0.01908683499372586,0.23902454473012083,0.0033420322005451642,0.00307620023571515,4.867432420366424
