active,TP,FP,FN,TN,precision,recall,F1,jaccard,coef_err,test_mse,rule,E,seed,converged,rounds,kib,lambda1,lambda2,lambda3
600,30,570,0,0,0.05,1,0.095238095,0.05,1.14E+51,1.30E+102,BIC,1,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.90E+51,1.53E+103,BIC,3,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.13E+50,1.70E+101,BIC,5,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.07E+49,4.64E+98,BIC,10,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.71E+50,2.29E+101,BIC,20,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.14E+51,1.30E+102,EBIC_g05,1,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.90E+51,1.53E+103,EBIC_g05,3,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.13E+50,1.70E+101,EBIC_g05,5,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.07E+49,4.64E+98,EBIC_g05,10,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.71E+50,2.29E+101,EBIC_g05,20,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.14E+51,1.30E+102,EBIC_g10,1,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.90E+51,1.53E+103,EBIC_g10,3,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.13E+50,1.70E+101,EBIC_g10,5,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.07E+49,4.64E+98,EBIC_g10,10,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,4.71E+50,2.29E+101,EBIC_g10,20,15,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
48,30,18,0,552,0.625,1,0.769230769,0.625,3.317515252,9.720675306,oracle_F1,1,15,TRUE,9,126.5625,0.529831691,0.385662042,0.727895384
49,30,19,0,551,0.612244898,1,0.759493671,0.612244898,3.479057226,10.58041697,oracle_F1,3,15,TRUE,5,70.3125,0.529831691,0.385662042,0.727895384
49,30,19,0,551,0.612244898,1,0.759493671,0.612244898,3.493552659,10.67519531,oracle_F1,5,15,TRUE,3,42.1875,0.529831691,0.385662042,0.727895384
49,30,19,0,551,0.612244898,1,0.759493671,0.612244898,3.495598721,10.68856855,oracle_F1,10,15,TRUE,3,42.1875,0.529831691,0.385662042,0.727895384
49,30,19,0,551,0.612244898,1,0.759493671,0.612244898,3.495613596,10.68865196,oracle_F1,20,15,TRUE,2,28.125,0.529831691,0.385662042,0.727895384
263,30,233,0,337,0.114068441,1,0.204778157,0.114068441,0.503972414,1.184738937,val_mse,1,16,TRUE,14,196.875,0.057361525,0.078804628,0.078804628
250,30,220,0,350,0.12,1,0.214285714,0.12,0.631667107,1.364287003,val_mse,3,16,TRUE,8,112.5,0.057361525,0.078804628,0.078804628
245,30,215,0,355,0.12244898,1,0.218181818,0.12244898,0.664486095,1.425753569,val_mse,5,16,TRUE,6,84.375,0.057361525,0.078804628,0.078804628
247,30,217,0,353,0.12145749,1,0.216606498,0.12145749,0.691514654,1.479035637,val_mse,10,16,TRUE,5,70.3125,0.057361525,0.078804628,0.078804628
247,30,217,0,353,0.12145749,1,0.216606498,0.12145749,0.702708086,1.501328848,val_mse,20,16,TRUE,4,56.25,0.057361525,0.078804628,0.078804628
172,30,142,0,428,0.174418605,1,0.297029703,0.174418605,0.658666103,1.427338367,val_1se,1,16,TRUE,12,168.75,0.078804628,0.108263673,0.148735211
174,30,144,0,426,0.172413793,1,0.294117647,0.172413793,0.770647824,1.625651735,val_1se,3,16,TRUE,7,98.4375,0.078804628,0.108263673,0.148735211
176,30,146,0,424,0.170454545,1,0.291262136,0.170454545,0.797083241,1.682478427,val_1se,5,16,TRUE,5,70.3125,0.078804628,0.108263673,0.148735211
177,30,147,0,423,0.169491525,1,0.289855072,0.169491525,0.817164654,1.731877285,val_1se,10,16,TRUE,4,56.25,0.078804628,0.108263673,0.148735211
176,30,146,0,424,0.170454545,1,0.291262136,0.170454545,0.822424566,1.744190999,val_1se,20,16,TRUE,3,42.1875,0.078804628,0.108263673,0.148735211
600,30,570,0,0,0.05,1,0.095238095,0.05,2.21E+53,3.79E+106,BIC,1,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.80E+60,2.97E+120,BIC,3,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.84E+62,1.26E+125,BIC,5,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.31E+64,8.92E+128,BIC,10,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.20E+65,8.34E+130,BIC,20,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.21E+53,3.79E+106,EBIC_g05,1,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.80E+60,2.97E+120,EBIC_g05,3,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.84E+62,1.26E+125,EBIC_g05,5,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.31E+64,8.92E+128,EBIC_g05,10,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.20E+65,8.34E+130,EBIC_g05,20,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.21E+53,3.79E+106,EBIC_g10,1,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.80E+60,2.97E+120,EBIC_g10,3,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.84E+62,1.26E+125,EBIC_g10,5,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.31E+64,8.92E+128,EBIC_g10,10,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.20E+65,8.34E+130,EBIC_g10,20,16,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
39,30,9,0,561,0.769230769,1,0.869565217,0.769230769,3.066422919,12.91799822,oracle_F1,1,16,TRUE,9,126.5625,0.529831691,0.385662042,0.727895384
45,30,15,0,555,0.666666667,1,0.8,0.666666667,3.175580768,13.85204405,oracle_F1,3,16,TRUE,4,56.25,0.529831691,0.385662042,0.727895384
44,30,14,0,556,0.681818182,1,0.810810811,0.681818182,3.19361134,14.00578147,oracle_F1,5,16,TRUE,3,42.1875,0.529831691,0.385662042,0.727895384
44,30,14,0,556,0.681818182,1,0.810810811,0.681818182,3.200054575,14.05802852,oracle_F1,10,16,TRUE,3,42.1875,0.529831691,0.385662042,0.727895384
44,30,14,0,556,0.681818182,1,0.810810811,0.681818182,3.200239578,14.05945572,oracle_F1,20,16,TRUE,2,28.125,0.529831691,0.385662042,0.727895384
382,30,352,0,218,0.078534031,1,0.145631068,0.078534031,0.537555605,1.308953732,val_mse,1,17,TRUE,17,239.0625,0.041753189,0.078804628,0.041753189
341,30,311,0,259,0.08797654,1,0.161725067,0.08797654,0.652530716,1.532926455,val_mse,3,17,TRUE,9,126.5625,0.041753189,0.078804628,0.041753189
329,30,299,0,271,0.09118541,1,0.167130919,0.09118541,0.692848482,1.611439692,val_mse,5,17,TRUE,8,112.5,0.041753189,0.078804628,0.041753189
306,30,276,0,294,0.098039216,1,0.178571429,0.098039216,0.740565412,1.696991084,val_mse,10,17,TRUE,6,84.375,0.041753189,0.078804628,0.041753189
301,30,271,0,299,0.099667774,1,0.181268882,0.099667774,0.772918522,1.752040598,val_mse,20,17,TRUE,5,70.3125,0.041753189,0.078804628,0.041753189
197,30,167,0,403,0.152284264,1,0.264317181,0.152284264,0.726884442,1.674404236,val_1se,1,17,TRUE,11,154.6875,0.078804628,0.108263673,0.148735211
194,30,164,0,406,0.154639175,1,0.267857143,0.154639175,0.869852188,1.952270264,val_1se,3,17,TRUE,6,84.375,0.078804628,0.108263673,0.148735211
191,30,161,0,409,0.157068063,1,0.271493213,0.157068063,0.91455278,2.038377871,val_1se,5,17,TRUE,5,70.3125,0.078804628,0.108263673,0.148735211
189,30,159,0,411,0.158730159,1,0.273972603,0.158730159,0.951142924,2.112203655,val_1se,10,17,TRUE,4,56.25,0.078804628,0.108263673,0.148735211
190,30,160,0,410,0.157894737,1,0.272727273,0.157894737,0.962901726,2.135848093,val_1se,20,17,TRUE,3,42.1875,0.078804628,0.108263673,0.148735211
600,30,570,0,0,0.05,1,0.095238095,0.05,1.27E+53,1.58E+106,BIC,1,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.26E+54,4.77E+108,BIC,3,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.93E+56,3.35E+112,BIC,5,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.21E+56,1.28E+112,BIC,10,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.19E+55,8.89E+110,BIC,20,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.27E+53,1.58E+106,EBIC_g05,1,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.26E+54,4.77E+108,EBIC_g05,3,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.93E+56,3.35E+112,EBIC_g05,5,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.21E+56,1.28E+112,EBIC_g05,10,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.19E+55,8.89E+110,EBIC_g05,20,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.27E+53,1.58E+106,EBIC_g10,1,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.26E+54,4.77E+108,EBIC_g10,3,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.93E+56,3.35E+112,EBIC_g10,5,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.21E+56,1.28E+112,EBIC_g10,10,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.19E+55,8.89E+110,EBIC_g10,20,17,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
43,30,13,0,557,0.697674419,1,0.821917808,0.697674419,3.46140109,14.32623328,oracle_F1,1,17,TRUE,8,112.5,0.529831691,0.529831691,0.727895384
48,30,18,0,552,0.625,1,0.769230769,0.625,3.618053234,15.48544725,oracle_F1,3,17,TRUE,5,70.3125,0.529831691,0.529831691,0.727895384
49,30,19,0,551,0.612244898,1,0.759493671,0.612244898,3.642565129,15.65498936,oracle_F1,5,17,TRUE,4,56.25,0.529831691,0.529831691,0.727895384
50,30,20,0,550,0.6,1,0.75,0.6,3.650089337,15.70627894,oracle_F1,10,17,TRUE,3,42.1875,0.529831691,0.529831691,0.727895384
49,30,19,0,551,0.612244898,1,0.759493671,0.612244898,3.650314895,15.70781267,oracle_F1,20,17,TRUE,2,28.125,0.529831691,0.529831691,0.727895384
585,30,555,0,15,0.051282051,1,0.097560976,0.051282051,0.575712656,1.620503806,val_mse,1,18,TRUE,17,239.0625,0.078804628,0.057361525,0.000356225
590,30,560,0,10,0.050847458,1,0.096774194,0.050847458,0.688897095,1.790168419,val_mse,3,18,TRUE,11,154.6875,0.078804628,0.057361525,0.000356225
575,30,545,0,25,0.052173913,1,0.099173554,0.052173913,0.712105563,1.814584101,val_mse,5,18,TRUE,10,140.625,0.078804628,0.057361525,0.000356225
550,30,520,0,50,0.054545455,1,0.103448276,0.054545455,0.728411741,1.832317698,val_mse,10,18,TRUE,9,126.5625,0.078804628,0.057361525,0.000356225
515,30,485,0,85,0.058252427,1,0.110091743,0.058252427,0.732574865,1.845982892,val_mse,20,18,TRUE,9,126.5625,0.078804628,0.057361525,0.000356225
224,30,194,0,376,0.133928571,1,0.236220472,0.133928571,0.741510873,1.942966383,val_1se,1,18,TRUE,12,168.75,0.108263673,0.108263673,0.057361525
206,30,176,0,394,0.145631068,1,0.254237288,0.145631068,0.911506149,2.273138824,val_1se,3,18,TRUE,8,112.5,0.108263673,0.108263673,0.057361525
201,30,171,0,399,0.149253731,1,0.25974026,0.149253731,0.960424545,2.386972795,val_1se,5,18,TRUE,8,112.5,0.108263673,0.108263673,0.057361525
196,30,166,0,404,0.153061224,1,0.265486726,0.153061224,1.010804402,2.526820944,val_1se,10,18,TRUE,7,98.4375,0.108263673,0.108263673,0.057361525
200,30,170,0,400,0.15,1,0.260869565,0.15,1.041567347,2.613265588,val_1se,20,18,TRUE,6,84.375,0.108263673,0.108263673,0.057361525
600,30,570,0,0,0.05,1,0.095238095,0.05,3.81E+48,1.40E+97,BIC,1,18,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.71E+50,2.76E+100,BIC,3,18,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.63E+50,2.39E+100,BIC,5,18,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,2.47E+50,5.80E+100,BIC,10,18,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,9.86E+50,8.65E+101,BIC,20,18,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,3.81E+48,1.40E+97,EBIC_g05,1,18,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.71E+50,2.76E+100,EBIC_g05,3,18,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
600,30,570,0,0,0.05,1,0.095238095,0.05,1.63E+50,2.39E+100,EBIC_g05,5,18,FALSE,3000,42187.5,1.00E-04,1.00E-04,1.00E-04
